Materials Name,Molecule Name,Can Pass SievingSieving Mechanism,Mechanism,Test Conditions,Threshold Pressure,,
CdIF-1,isobutane,Conditional (see Additional Info),Size exclusion at sub-nanometer scale,Kinetic sieving,Not Reported,Not Applicable,
CdIF-1,butane,Conditional (see Additional Info),Size exclusion at sub-nanometer scale,Kinetic sieving,Not Reported,Not Applicable,
CdIF-1,propane,Conditional (see Additional Info),Size exclusion at sub-nanometer scale,Kinetic sieving,Not Reported,Not Applicable,
CAU-21-ODB,3-methylpentane,No,Size exclusion at sub-nanometer scale,Size exclusion,30 °C,Not Applicable,
CAU-21-ODB,"2,2-dimethylbutane",No,Size exclusion at sub-nanometer scale,Size exclusion,30 °C,Not Applicable,
CAU-10-OMe,propylene,Yes,Temperature-responsive molecular gate,Temperature-responsive molecular gate,Ambient conditions,Not Applicable,
CAU-10-OMe,propane,No,Temperature-responsive molecular gate,Temperature-responsive molecular gate,Ambient conditions,Not Applicable,
CAU-10-OMe,methane,Temperature-dependent,Temperature-responsive molecular sieving via flexible methoxyl groups.,Size exclusion,143 K,Not Applicable,
CAU-10-OMe,ethylene,Temperature-dependent,Temperature-responsive molecular sieving via flexible methoxyl groups.,Size exclusion,213 K,Not Applicable,
CAU-10-OMe,propylene,Temperature-dependent,Temperature-responsive molecular sieving via flexible methoxyl groups.,Size exclusion,273 K,Not Applicable,
CAU-10-OMe,propane,Temperature-dependent,Temperature-responsive molecular sieving via flexible methoxyl groups.,Size exclusion,343 K,Not Applicable,
CAU-10-OMe,ethane,Temperature-dependent,Temperature-responsive molecular sieving via flexible methoxyl groups.,Size exclusion,203 K,Not Applicable,
CAU-10-H/Br,3-methylpentane,Yes,Size exclusion at sub-nanometer scale,Size exclusion,"303 K, 50 Torr",Not Applicable,
CAU-10-H/Br,"2,2-dimethylbutane",No,Size exclusion at sub-nanometer scale,Size exclusion,"303 K, 50 Torr",Not Applicable,
Ca-trimesate (bnn-1-Ca-H2O),carbon dioxide,Yes,Size exclusion at sub-nanometer scale,Size exclusion,"298 K, 1 bar",Not Applicable,
Ca-trimesate (bnn-1-Ca-H2O),methane,No,Size exclusion at sub-nanometer scale,Size exclusion,195 K,Not Applicable,
Ca-trimesate (bnn-1-Ca-H2O),acetylene,Yes,Size exclusion at sub-nanometer scale,Size exclusion,"298 K, 1 bar",Not Applicable,
Ca-trimesate (bnn-1-Ca),carbon dioxide,No,Size exclusion at sub-nanometer scale,Size exclusion,195 K,Not Applicable,
Ca-tcpb,3-methylpentane,Temperature-dependent,Temperature-dependent size exclusion where adsorption behavior changes with temperature.,Size exclusion,"60°C, 120°C",Not Applicable,
Ca-tcpb,"2,2-dimethylbutane",No,Temperature-dependent size exclusion where adsorption behavior changes with temperature.,Size exclusion,"60°C, 120°C",Not Applicable,
CALF-35 (Sr2+),carbon dioxide,Yes,Size exclusion at sub-nanometer scale,Size exclusion at sub-nanometer scale,"273 K, 1 bar",Not Applicable,
CALF-35 (Sr2+),methane,Yes,Size exclusion at sub-nanometer scale,Size exclusion at sub-nanometer scale,"273 K, 1 bar",Not Applicable,
CALF-35 (Sr2+),acetylene,Yes,Size exclusion at sub-nanometer scale,Size exclusion at sub-nanometer scale,"273 K, 1 bar",Not Applicable,
CALF-35 (Sr2+),ethylene,Yes,Size exclusion at sub-nanometer scale,Size exclusion at sub-nanometer scale,"273 K, 1 bar",Not Applicable,
CALF-35 (Sr2+),ethane,Yes,Size exclusion at sub-nanometer scale,Size exclusion at sub-nanometer scale,"273 K, 1 bar",Not Applicable,
CALF-35 (La3+),carbon dioxide,Yes,Size exclusion at sub-nanometer scale,Size exclusion at sub-nanometer scale,"273 K, 1 bar",Not Applicable,
CALF-35 (La3+),methane,No,Size exclusion at sub-nanometer scale,Size exclusion at sub-nanometer scale,"273 K, 1 bar",Not Applicable,
CALF-35 (La3+),acetylene,Yes,Size exclusion at sub-nanometer scale,Size exclusion at sub-nanometer scale,"273 K, 1 bar",Not Applicable,
CALF-35 (La3+),ethylene,Conditional (see Additional Info),Size exclusion at sub-nanometer scale,Size exclusion at sub-nanometer scale,"273 K, 1 bar",Not Applicable,
CALF-35 (La3+),ethane,No,Size exclusion at sub-nanometer scale,Size exclusion at sub-nanometer scale,"273 K, 1 bar",Not Applicable,
CALF-35 (Ce3+),carbon dioxide,Yes,Size exclusion at sub-nanometer scale,Size exclusion at sub-nanometer scale,"273 K, 1 bar",Not Applicable,
CALF-35 (Ce3+),methane,Conditional (see Additional Info),Size exclusion at sub-nanometer scale,Size exclusion at sub-nanometer scale,"273 K, 1 bar",Not Applicable,
CALF-35 (Ce3+),acetylene,Yes,Size exclusion at sub-nanometer scale,Size exclusion at sub-nanometer scale,"273 K, 1 bar",Not Applicable,
CALF-35 (Ce3+),ethylene,Yes,Size exclusion at sub-nanometer scale,Size exclusion at sub-nanometer scale,"273 K, 1 bar",Not Applicable,
CALF-35 (Ce3+),ethane,Conditional (see Additional Info),Size exclusion at sub-nanometer scale,Size exclusion at sub-nanometer scale,"273 K, 1 bar",Not Applicable,
CALF-20,carbon dioxide,Yes,Not Reported,Not Reported,313 K,Not Applicable,
CALF-20,carbon dioxide,Yes,Size exclusion at sub-nanometer scale,Size exclusion and specific interaction with pore geometry,"298 K, 1 bar",Not Applicable,
Ca(sdb),ethane,Yes,Size exclusion at sub-nanometer scale,Size exclusion,"298 K, 25 kPa",Not Applicable,
Ca(sdb),propane,Yes,Size exclusion at sub-nanometer scale,Size exclusion,"298 K, 25 kPa",Not Applicable,
Ca(sdb),butane,Yes,Size exclusion at sub-nanometer scale,Size exclusion,"298 K, 25 kPa",Not Applicable,
Ca(sdb),pentane,No,Size exclusion at sub-nanometer scale,Size exclusion,"298 K, 25 kPa",Not Applicable,
Ca(H2tcpb),hexane,Yes,Not Reported,Molecular sieving,"60 °C, 1 bar",Not Applicable,
Ca(H2tcpb),"2,2-dimethylbutane",No,Not Reported,Size exclusion,"60 °C, 1 bar",Not Applicable,
Ca(H2tcpb),"2,2-dimethylbutane",No,Temperature-dependent molecular sieving,Size exclusion,"60°C, 1 bar",Not Applicable,
Ca(H2tcpb),3-methylpentane,Conditional (see Additional Info),Temperature-dependent molecular sieving,Temperature-dependent molecular sieving,"120°C, 1 bar",Not Applicable,
Ca(H2tcpb),hexane,Temperature-dependent,Temperature-dependent selective molecular sieving behavior,Molecular sieving,"60 °C and 120 °C, 1 bar",Not Applicable,
Ca(H2tcpb),3-methylpentane,Temperature-dependent,Temperature-dependent selective molecular sieving behavior,Molecular sieving,"60 °C and 120 °C, 1 bar",Not Applicable,
Ca(H2tcpb),"2,2-dimethylbutane",No,Temperature-dependent selective molecular sieving behavior,Molecular sieving,"60 °C and 120 °C, 1 bar",Not Applicable,
Ca(H2tcpb),3-methylpentane,Temperature-dependent,Temperature- and adsorbate-dependent size sieving,Temperature-dependent molecular sieving,"30 °C to 90 °C, up to ~120 torr",Not Applicable,
Ca(H2tcpb),"2,2-dimethylbutane",No,Temperature- and adsorbate-dependent size sieving,Size exclusion,"30 °C to 150 °C, up to ~120 torr",Not Applicable,
Ca(C4O4)(H2O),carbon dioxide,Yes,Size exclusion at sub-nanometer scale,Kinetic sieving,"298 K, 1 bar",Not Applicable,
BUT-306,propyne,Yes,Size exclusion at sub-nanometer scale,Size exclusion,"298 K, ~1 bar",Not Applicable,
BUT-306,propylene,No,Size exclusion at sub-nanometer scale,Size exclusion,"298 K, ~1 bar",Not Applicable,
BUT-10,propane,Yes,Preferential adsorption of C3H8,Preferential adsorption,Ambient conditions,Not Applicable,
BUT-10,propylene,No,Preferential adsorption of C3H8,Exclusion based on pore environment,Ambient conditions,Not Applicable,
BSF-1,acetylene,Yes,Not Reported,B–H···H–C dihydrogen bonds,"298 K, 1 bar",Not Applicable,
BSF-1,methane,No,Not Reported,Size exclusion,"298 K, 1 bar",Not Applicable,
Ca-trimesate (bnn-1-Ca-H2O),carbon dioxide,Yes,Size exclusion at sub-nanometer scale,Size exclusion,"1 bar, 298 K",Not Applicable,
Ca-trimesate (bnn-1-Ca-H2O),methane,Conditional (see Additional Info),Size exclusion at sub-nanometer scale,Size exclusion,"1 bar, 298 K",Not Applicable,
bio-MOF-14,carbon dioxide,Yes,Molecular sieving effect for CO2 over N2,Gating process,"273 K, 1 bar",0.15 bar,
BFFOUR-Cu-dpds,ethylene,Yes,Interaction-selective molecular sieving driven by guest-host interactions,Interaction-selective molecular sieving,"298 K, 1 bar",0.103 bar,
BFFOUR-Cu-dpds,ethane,No,Interaction-selective molecular sieving driven by guest-host interactions,Size exclusion due to higher energy barrier,"298 K, 1 bar",Not Applicable,
BFFOUR-Cu-dpds,propylene,Yes,Interaction-selective molecular sieving driven by guest-host interactions,Interaction-selective molecular sieving,"298 K, 1 bar",0.107 bar,
BFFOUR-Cu-dpds,propane,No,Interaction-selective molecular sieving driven by guest-host interactions,Size exclusion due to higher energy barrier,"298 K, 1 bar",Not Applicable,
BFFOUR-Cu-dpds,benzene,Yes,Interaction-selective molecular sieving driven by guest-host interactions,Selective opening of contracted spaces,Not Reported,Not Reported,
BFFOUR-Cu-dpds,cyclohexane,No,Interaction-selective molecular sieving driven by guest-host interactions,Size exclusion due to saturated structure,Not Reported,Not Applicable,
BF4-BTR,carbon dioxide,Temperature-dependent,Temporary deviation of gate-keeping groups to allow gas admission,Temporary deviation of gate-keeping groups (BF4-),"273 K, 100 kPa",Not Applicable,
BF4-BTR,methane,Temperature-dependent,Temporary deviation of gate-keeping groups to allow gas admission,Temporary deviation of gate-keeping groups (BF4-),"298 K, 100 kPa",Not Applicable,
Be-ZIF-7-8,carbon dioxide,Yes,Size exclusion at sub-nanometer scale,Size exclusion at sub-nanometer scale,"Fully flexible framework, conditions vary",Not Applicable,
Be-ZIF-7-8,methane,No,Size exclusion at sub-nanometer scale,Size exclusion at sub-nanometer scale,"Fully flexible framework, conditions vary",Not Applicable,
ATC-Cu,methane,Yes,Preferential adsorption via adjacent open copper sites.,Size exclusion,"298 K, 1 bar",Not Applicable,
apo + N320 + N14 + E51,carbon dioxide,Yes,Enhanced binding through multiple node interactions,Multiple interactions with oxygen atoms of nodes,"298 K, 1 bar",Not Applicable,
amorphous milled ZIF-8 (amZIF-8),carbon dioxide,Conditional (see Additional Info),Not Reported,Size exclusion at sub-nanometer scale,"303 K, up to 6 bar",Not Applicable,
Al(bttotb),3-methylpentane,Yes,Size-exclusion based separation where monobranched alkanes are adsorbed while dibranched isomers are excluded.,Size exclusion,30°C,Not Applicable,
Al(bttotb),"2,2-dimethylbutane",No,Size-exclusion based separation where monobranched alkanes are adsorbed while dibranched isomers are excluded.,Size exclusion,30°C,Not Applicable,
Al(bttotb),3-methylpentane,Yes,Size exclusion at sub-nanometer scale,Selective molecular exclusion,303 K,Not Applicable,
Al(bttotb),"2,2-dimethylbutane",No,Size exclusion at sub-nanometer scale,Selective molecular exclusion,303 K,Not Applicable,
Al(bttotb),3-methylpentane,Yes,Selective molecular sieving based on optimal pore dimensions,Size exclusion at sub-nanometer scale,"30 °C, 1 bar",Not Applicable,
Al(bttotb),"2,2-dimethylbutane",No,Selective molecular sieving based on optimal pore dimensions,Size exclusion at sub-nanometer scale,"30 °C, 1 bar",Not Applicable,
Al(bttotb),"2,3-dimethylbutane",Conditional (see Additional Info),Selective molecular sieving based on optimal pore dimensions,Size exclusion at sub-nanometer scale,"30 °C, 1 bar",Not Applicable,
Al(bttotb),"2,2-dimethylbutane",No,Size exclusion at sub-nanometer scale,Size exclusion,"298 K, ambient pressure",Not Applicable,
1 NSs (exfoliated nanosheets of [BMI]2[Ca3(H2TCPP)2(μ2-OH2)2(H2O)2]),oxygen,Yes,Size exclusion at sub-nanometer scale,Facilitated diffusion through mesoporous channels,"Aqueous solution under white light irradiation (0.5 W cm^-2, 400�?00 nm)",Not Applicable,
{[Zn4(L)2(NO3)(H2O)3]+ [S1]}n (LZn),carbon dioxide,Yes,Size exclusion at sub-nanometer scale,Kinetic sieving,"273 K, 298 K",Not Applicable,
{[Ni3(BTC)2(TPT)2/3(H2O)4.08(MeOH)0.92]·2DMF·0.5H2O·0.5MeOH}n (1),carbon dioxide,Yes,Size exclusion at sub-nanometer scale,Size exclusion,"195 K, 1 atm",Not Applicable,
{[Ni3(BTC)2(TPT)2(H2O)6]·6DMF}n (2),carbon dioxide,Yes,Dynamic behavior induced by guest molecules,Guest-induced structural transformation,"195 K, 1 atm",Not Applicable,
{[Ni3(BTC)2(TPT)2(H2O)6]·6DMF}n (2),methane,No,Dynamic behavior induced by guest molecules,Weak interaction,273 K and 298 K,Not Applicable,
{[Ni3(BTC)2(TPT)2(H2O)6]·6DMF}n (2),ethane,Conditional (see Additional Info),Dynamic behavior induced by guest molecules,Guest-induced structural transformation,273 K and 298 K,Not Applicable,
{[Ni3(BTC)2(TPT)2(H2O)6]·6DMF}n (2),propane,Conditional (see Additional Info),Dynamic behavior induced by guest molecules,Guest-induced structural transformation,273 K and 298 K,Not Applicable,
{[Cu2(4-pmpmd)2(CH3OH)4(opd)2]·2H2O}n,benzene,No,Size exclusion at sub-nanometer scale,Size exclusion,298 K,Not Applicable,
{[Cu2(4-pmpmd)2(CH3OH)4(opd)2]·2H2O}n,carbon dioxide,Yes,Size exclusion at sub-nanometer scale,Quadrupole interactions,"195 K, 1 atm",Not Applicable,
{[Co6(5-MIA)5(tmbpy)(μ3-OH)2(ethanol)2]�?ethanol)2}n,acetylene,Yes,Synergistic effect of size sieving (3.5 Å aperture) and multi-functional sites (open Co2+ sites and methoxy groups),Size exclusion and host-guest interactions,"273 K, 100 kPa",Not Applicable,
{[Co6(5-MIA)5(tmbpy)(μ3-OH)2(ethanol)2]�?ethanol)2}n,carbon dioxide,Yes,Synergistic effect of size sieving (3.5 Å aperture) and multi-functional sites (open Co2+ sites and methoxy groups),Size exclusion and host-guest interactions,"273 K, 100 kPa",Not Applicable,
{[Co6(5-MIA)5(tmbpy)(μ3-OH)2(ethanol)2]�?ethanol)2}n,methane,No,Synergistic effect of size sieving (3.5 Å aperture) and multi-functional sites (open Co2+ sites and methoxy groups),Size exclusion,"298 K, 100 kPa",Not Applicable,
{[Co6(5-MIA)5(tmbpy)(μ3-OH)2(ethanol)2]�?ethanol)2}n,carbon monoxide,No,Synergistic effect of size sieving (3.5 Å aperture) and multi-functional sites (open Co2+ sites and methoxy groups),Size exclusion,"298 K, 100 kPa",Not Applicable,
{[Cd4(L)2(NO3)(DMF)8(H2O)](NO3)(DMF)2(S2)}n (LCd),carbon dioxide,Yes,Size exclusion at sub-nanometer scale,Kinetic sieving,"273 K, 298 K",Not Applicable,
[Zn3(vtz)6],carbon dioxide,No,Quadrupole-moment sieving and size exclusion,Quadrupole moment sieving,"195 K, measured via CO2 adsorption isotherm",Not Applicable,
[Zn3(vtz)6],acetylene,Yes,Quadrupole-moment sieving and size exclusion,Quadrupole moment sieving,"195 K, measured via C2H2 adsorption isotherm",Not Applicable,
"[Zn3(OH)2(pzdc)(atz)]$DMA (2,DMA)",carbon dioxide,Yes,Size exclusion at sub-nanometer scale,Kinetic sieving,"298 K, 1 bar",Not Applicable,
"[Zn3(OH)2(pzdc)(atz)]$DMA (2,DMA)",methane,No,Size exclusion at sub-nanometer scale,Size exclusion,"298 K, 1 bar",Not Applicable,
"[Zn3(OH)2(pzdc)(atz)]$DMA (2,DMA)",ethylene,Conditional (see Additional Info),Size exclusion at sub-nanometer scale,Kinetic sieving,"298 K, 1 bar",26 kPa,
"[Zn3(OH)2(pzdc)(atz)]$DMA (2,DMA)",ethane,Conditional (see Additional Info),Size exclusion at sub-nanometer scale,Kinetic sieving,"298 K, 1 bar",15 kPa,
"[Zn3(OH)2(pzdc)(atz)]$DMA (2,DMA)",propylene,Conditional (see Additional Info),Size exclusion at sub-nanometer scale,Kinetic sieving,"298 K, 1 bar",1 kPa,
"[Zn3(OH)2(pzdc)(atz)]$DMA (2,DMA)",propane,No,Size exclusion at sub-nanometer scale,Size exclusion,"298 K, 1 bar",Not Applicable,
[Zn2L2(DMF)2]n,benzene,Yes,Size exclusion at sub-nanometer scale,π−π interactions with electron-deficient framework,298 K,Not Applicable,
[Zn2L2(DMF)2]n,cyclohexane,No,Size exclusion at sub-nanometer scale,Negligible uptake due to lack of π−π interactions,298 K,Not Applicable,
[Zn2(mtrz)2(azdc)]·DMA·CH3OH·H2O (2),carbon dioxide,Yes,Size-exclusion effect based on pore size and shape,Size exclusion,"273 K and 298 K, 0�? bar",Not Applicable,
[Zn2(L)]·DMF,carbon dioxide,Yes,Size exclusion at sub-nanometer scale,Not Reported,"195 K, Not Reported",Not Applicable,
[Zn2(BDC-Cl)2(Py2TTz)],propylene,Yes,Size exclusion at sub-nanometer scale,Gate-opening adsorption,"273 K, 1 bar",Not Applicable,
[Zn2(BDC-Cl)2(Py2TTz)],propane,No,Size exclusion at sub-nanometer scale,Size exclusion,"273 K, 1 bar",Not Applicable,
[Zn(dcpy)(bpe)0.5]·3H2O (1),acetylene,Yes,Size exclusion at sub-nanometer scale,Kinetic sieving,"298 K, 1 bar",Not Applicable,
[Zn(dcpy)(bpe)0.5]·3H2O (1),ethylene,No,Size exclusion at sub-nanometer scale,Size exclusion,"298 K, 1 bar",Not Applicable,
[Zn(dcpy)(bpe)0.5]·3H2O (1),methane,No,Size exclusion at sub-nanometer scale,Size exclusion,"273 K, 298 K",Not Applicable,
[Ni3(HCOO)6],acetylene,Yes,Size exclusion at sub-nanometer scale,Size exclusion at sub-nanometer scale,"298 K, 1 bar",Not Applicable,
[Ni3(HCOO)6],carbon dioxide,No,Size exclusion at sub-nanometer scale,Size exclusion at sub-nanometer scale,"298 K, 1 bar",Not Applicable,
"[Ni1.5(4,4�?bipy)1.5(H3L)(H2O)3]·[H2O]7",oxygen,Yes,Size exclusion at sub-nanometer scale,Kinetic sieving,"273 K, 0-1000 mbar",Not Applicable,
"[Ni1.5(4,4�?bipy)1.5(H3L)(H2O)3]·[H2O]7",carbon dioxide,Yes,Size exclusion at sub-nanometer scale,Kinetic sieving,"30-75°C, varying pressures",Not Applicable,
"[Ni1.5(4,4�?bipy)1.5(H3L)(H2O)3]·[H2O]7",methane,No,Size exclusion at sub-nanometer scale,Size exclusion,"30°C, varying pressures",Not Applicable,
[Ni(bpe)2(WO4)],propane,Yes,Preferential adsorption via dense electronegative binding sites,Preferential adsorption via dense electronegative binding sites,Ambient conditions,Not Applicable,
[Ni(bpe)2(WO4)],propylene,No,Preferential adsorption via dense electronegative binding sites,Exclusion based on pore geometry,Ambient conditions,Not Applicable,
[Mn3(vtz)6],carbon dioxide,No,Quadrupole-moment sieving and size exclusion,Quadrupole moment sieving,"195 K, measured via CO2 adsorption isotherm",Not Applicable,
[Mn3(vtz)6],acetylene,Yes,Quadrupole-moment sieving and size exclusion,Quadrupole moment sieving,"195 K, measured via C2H2 adsorption isotherm",Not Applicable,
[Mn(bdc)(dpe)],carbon dioxide,Yes,Not Reported,Size exclusion,"273 K, 1 bar",Not Applicable,
[Mn(bdc)(dpe)],acetylene,Conditional (see Additional Info),Not Reported,Size exclusion,"273 K, 1 bar",1.45 kPa,
Fe2(O2)(dobdc),ethane,Yes,Strong non-classical C-D...O hydrogen bonding interactions favor C2H6.,Size exclusion,"298 K, 1 bar",Not Applicable,
Fe2(O2)(dobdc),ethylene,No,Strong non-classical C-D...O hydrogen bonding interactions favor C2H6.,Size exclusion,"298 K, 1 bar",Not Applicable,
Cu3(BTC)2,1-pentene,Yes,Interaction with free ligation sites on Cu atoms,Interaction of double bond with free ligation site on Cu atom,"Liquid phase, bulky TIPB solvent",Not Applicable,
Cu3(BTC)2,pentane,Yes,Interaction with free ligation sites on Cu atoms,Exclusion due to lack of functional group,"Liquid phase, bulky TIPB solvent",Not Applicable,
Cu3(BTC)2,isoprene,Yes,Interaction with free ligation sites on Cu atoms,Interaction of double bond with free ligation site on Cu atom,"Liquid phase, bulky TIPB solvent",Not Applicable,
[Cu2(L)(H2O)2] 1.4DMF,carbon dioxide,Yes,Size exclusion at sub-nanometer scale,Not Reported,"195 K, Not Reported",Not Applicable,
[Cu2(cam)2(dabco)],methane,Yes,Size exclusion at sub-nanometer scale,Size exclusion,Not Reported,Not Applicable,
[Cu2(cam)2(dabco)],ethane,Yes,Size exclusion at sub-nanometer scale,Size exclusion,Not Reported,Not Applicable,
[Cu2(cam)2(dabco)],propane,Yes,Size exclusion at sub-nanometer scale,Size exclusion,Not Reported,Not Applicable,
[Cu2(cam)2(dabco)],isobutane,Conditional (see Additional Info),Size exclusion at sub-nanometer scale,Size exclusion,Not Reported,Not Applicable,
[Cu2(cam)2(dabco)],cyclohexane,No,Size exclusion at sub-nanometer scale,Size exclusion,Not Reported,Not Applicable,
[Cu2(cam)2(dabco)],"3,3-dimethylpentane",No,Size exclusion at sub-nanometer scale,Size exclusion,Not Reported,Not Applicable,
[Cu2(cam)2(bipy)],methane,Yes,Not Reported,Size exclusion,Not Reported,Not Applicable,
[Cu2(cam)2(bipy)],ethane,Yes,Not Reported,Size exclusion,Not Reported,Not Applicable,
[Cu2(cam)2(bipy)],propane,Yes,Not Reported,Size exclusion,Not Reported,Not Applicable,
[Cu2(cam)2(bipy)],isobutane,Yes,Not Reported,Size exclusion,Not Reported,Not Applicable,
[Cu2(cam)2(bipy)],cyclohexane,Yes,Not Reported,Size exclusion,Not Reported,Not Applicable,
[Cu2(cam)2(bipy)],"3,3-dimethylpentane",Yes,Not Reported,Size exclusion,Not Reported,Not Applicable,
[Co2(L)(H2O)6]·DMF,carbon dioxide,No,Not Reported,Not Reported,"293 K, Not Reported",Not Applicable,
[Co(5-MIA)(bpy)]·H2O,carbon dioxide,Yes,The narrow pore size (3.49 Å) and functionalized methoxy groups exhibit a cooperative effect for CO2-preferential adsorption.,Size exclusion at sub-nanometer scale,"298 K, 100 kPa",Not Applicable,
[Co(5-MIA)(bpy)]·H2O,acetylene,Yes,The narrow pore size (3.49 Å) and functionalized methoxy groups exhibit a cooperative effect for CO2-preferential adsorption.,Kinetic sieving,"298 K, 100 kPa",Not Applicable,
[Co(5-MIA)(bpy)]·H2O,methane,No,The narrow pore size (3.49 Å) and functionalized methoxy groups exhibit a cooperative effect for CO2-preferential adsorption.,Size exclusion at sub-nanometer scale,"298 K, 100 kPa",Not Applicable,
[Co(5-MIA)(bpy)]·H2O,carbon monoxide,No,The narrow pore size (3.49 Å) and functionalized methoxy groups exhibit a cooperative effect for CO2-preferential adsorption.,Size exclusion at sub-nanometer scale,"298 K, 100 kPa",Not Applicable,
[Co(5-EIA)(bpy)]·H2O,carbon dioxide,Yes,The larger pore size (4.38 Å) reduces preferential adsorption for CO2 compared to 1a.,Size exclusion at sub-nanometer scale,"298 K, 100 kPa",Not Applicable,
[Co(5-EIA)(bpy)]·H2O,acetylene,Yes,The larger pore size (4.38 Å) reduces preferential adsorption for CO2 compared to 1a.,Kinetic sieving,"298 K, 100 kPa",Not Applicable,
[Co(5-EIA)(bpy)]·H2O,methane,Yes,The larger pore size (4.38 Å) reduces preferential adsorption for CO2 compared to 1a.,Conditional (see Additional Info),"298 K, 100 kPa",Not Applicable,
[Cd3(vtz)6],carbon dioxide,No,Quadrupole-moment sieving and size exclusion,Quadrupole moment sieving,"195 K, measured via CO2 adsorption isotherm",Not Applicable,
[Cd3(vtz)6],acetylene,Yes,Quadrupole-moment sieving and size exclusion,Quadrupole moment sieving,"195 K, measured via C2H2 adsorption isotherm",Not Applicable,
[Cd3(OH)2L4(H2O)2],carbon dioxide,Yes,Different nature of host-guest interactions rather than size-exclusion effect,Dipole-induced dipole interactions and quadrupole moment interaction,"195 K, adsorption/desorption isotherm",Not Applicable,
[Cd2(L)]·1.75DMF,carbon dioxide,Yes,Size exclusion at sub-nanometer scale,Not Reported,"195 K, Not Reported",Not Applicable,
[Cd(IP)Cl]n (1),carbon dioxide,Yes,Narrow 1D channels sieve molecules based on size.,Size exclusion at sub-nanometer scale,"298 K, 1 bar",Not Applicable,
[Cd(IP)Cl]n (1),methane,No,Narrow 1D channels sieve molecules based on size.,Kinetic sieving,"298 K, 1 bar",Not Applicable,
[Cd(IP)Cl]n (1),ethylene,No,Narrow 1D channels sieve molecules based on size.,Kinetic sieving,"298 K, 1 bar",Not Applicable,
[BMI]2[Ca3(H2TCPP)2(μ2-OH2)2(H2O)2],oxygen,Yes,Size exclusion at sub-nanometer scale,Facilitated diffusion through mesoporous channels,"Aqueous solution under white light irradiation (0.5 W cm^-2, 400�?00 nm)",Not Applicable,
[[Ni(cyclam)]2-mtb]n,oxygen,Yes,Molecular sieving achieved via restricted window sizes.,Size-selective adsorption,Not Reported,Not Applicable,
(BPTC)-ftw-MOF (1),carbon dioxide,Yes,Size exclusion at sub-nanometer scale,Not Reported,195 K,Not Applicable,
(BPTC)-ftw-MOF (1),methane,No,Size exclusion at sub-nanometer scale,Not Reported,Not Reported,Not Applicable,
(BPTC)-ftw-MOF (1),ethylene,No,Size exclusion at sub-nanometer scale,Not Reported,Not Reported,Not Applicable,
(BPTC)-ftw-MOF (1),ethane,No,Size exclusion at sub-nanometer scale,Not Reported,Not Reported,Not Applicable,
(BPTC)-ftw-MOF (1),propylene,No,Size exclusion at sub-nanometer scale,Not Reported,298 K,Not Applicable,
(BPTC)-ftw-MOF (1),propane,No,Size exclusion at sub-nanometer scale,Not Reported,298 K,Not Applicable,
(ABTC)-ftw-MOF (2),carbon dioxide,Yes,Close to molecular sieving for propylene/propane separation,Not Reported,195 K,Not Applicable,
(ABTC)-ftw-MOF (2),methane,Conditional (see Additional Info),Close to molecular sieving for propylene/propane separation,Not Reported,Not Reported,5 bars,
(ABTC)-ftw-MOF (2),ethylene,Conditional (see Additional Info),Close to molecular sieving for propylene/propane separation,Not Reported,Not Reported,5 bars,
(ABTC)-ftw-MOF (2),ethane,Conditional (see Additional Info),Close to molecular sieving for propylene/propane separation,Not Reported,Not Reported,8 bars,
(ABTC)-ftw-MOF (2),propylene,Yes,Close to molecular sieving for propylene/propane separation,Kinetic sieving,298 K,Not Applicable,
(ABTC)-ftw-MOF (2),propane,No,Close to molecular sieving for propylene/propane separation,Not Reported,298 K,Not Applicable,
(ABTC)-ftw-MOF (2),1-butene,Yes,Close to molecular sieving for propylene/propane separation,Not Reported,298 K,Not Applicable,
(ABTC)-ftw-MOF (2),isobutane,No,Close to molecular sieving for propylene/propane separation,Not Reported,298 K,Not Applicable,
